v1,v2,v3,v4,v5,y
0,0,0,0,-0.51676578743145485,0.091626516147642986
-1,1,0,-1,1.6460983423970212,0.27583005064302751
-1,0,-2,0,0.47643984342209544,0.086234772543010596
0,-1,0,0,-0.68894035643166918,-0.25311053989643656
1,0,-1,0,-0.7132194837432646,-0.22729658159081315
0,0,-1,-1,-0.73296936440121518,-0.19853728122280087
0,0,0,0,-0.72857665233702296,0.06453642980671373
0,0,0,0,0.48866323334880585,0.11386446074205687
-1,0,0,0,0.4085641126669704,0.067489862950250265
1,0,1,0,0.84275949511952641,0.13063359461069593
-1,0,1,-2,1.2147628193715276,0.058729825921334106
-2,0,-2,0,-0.33292367647744175,0.08153702386997265
0,0,1,0,-0.28924770665274452,0.060331348859198691
1,0,-1,0,0.95990986892284014,-0.091064943527841016
0,0,0,0,-0.29684749107466146,0.081934523774507023
0,0,2,1,-0.31610528496128648,0.21802570250376757
0,0,0,0,-0.14741616019791642,-0.023953532365186068
0,0,0,2,-2.1132463574409641,0.010813402529574537
0,0,0,0,0.15412976345065607,0.11364499888910026
0,0,0,0,-0.25782624713828539,-0.07438461517511688
0,-1,1,1,0.94395921038674913,-0.19741778722957426
-1,0,-1,-1,-1.7753460246949275,-0.0053613910890778632
0,0,-2,1,-0.088960445714386271,-0.20015222761934584
0,0,0,0,0.25857300373827935,-0.15375481943766717
0,0,0,0,1.0985893844985306,0.1926484456243312
0,0,0,0,-0.83599581438777149,0.006629753353569863
0,1,0,0,0.50530490486938384,0.18437370006970111
0,0,-2,0,0.94830454662709007,-0.18353271975390079
0,0,0,0,-0.87617687488344076,0.18278757280370719
0,0,1,0,-1.1174505842718094,0.064399557557694123
0,0,0,0,-0.40456882044864562,-0.059248747375952412
-1,0,0,0,-1.4086095920927535,0.036811834032486689
-1,0,0,0,1.1962420274149028,0.085782715854240132
0,-1,1,0,-0.3045349317473377,-0.12340897157669901
0,0,0,0,1.371259647558416,0.11566659841406311
0,-1,0,0,0.41996123065736352,-0.27107793376649986
0,1,0,0,0.96108738094222879,0.32739866197403955
1,0,-1,0,-0.48504758163798783,-0.02847166802728416
0,0,0,0,-1.0939684325097707,0.082052506020692473
-1,-1,0,0,-1.250828314403611,-0.12467723067306377
-1,0,1,1,0.46982742062391031,0.15122257541179357
-1,0,0,0,-0.4105110336996583,0.033530325412239666
-1,-1,0,0,0.05825533474532793,-0.11523349690514641
0,0,0,1,-0.42230182635836189,-0.16632685486448739
0,0,0,0,0.029818461394275794,0.11407516363682792
0,0,0,0,0.11028810577969483,-0.098431388153565461
0,0,1,-1,2.2968341885384609,-0.096343665290124697
0,-1,-1,0,0.09107751309809986,-0.20877686696529804
0,-1,0,0,-1.31572991116085,-0.35257551548535548
0,0,0,0,-0.79860120434386661,-0.15269558330109823
0,-1,0,0,0.58816723219485312,-0.10528956818857961
-1,0,0,0,-0.093986257209583798,0.057398913921211853
0,1,0,1,-0.1341266360202763,0.11075112685129238
0,0,0,0,0.31436521958863206,-0.027900861087346532
0,1,0,1,0.68013825989128351,0.35341392111258979
0,0,0,0,0.29723754015773685,0.037221070920549104
-1,0,-1,-1,0.71480114532811601,-0.055276862461102555
0,2,0,0,-1.7873479284669995,0.37080894134058712
0,0,0,0,0.4655673651958202,-0.023391751626846927
0,0,0,0,0.74743801038539459,0.06898784980369671
0,0,-1,0,-0.49849597682727381,-0.074829244888823809
0,0,0,0,-0.87513331955945661,-0.037650359815481108
0,1,0,0,-1.9871199568954836,0.18199309713818831
1,-1,0,-1,-0.82757907196528713,-0.35275955490638106
0,0,1,0,0.84109661762782006,-0.023475874868323629
0,0,2,0,0.54651571207670524,0.078805956023182161
0,0,0,0,-0.89469291439534526,-0.17198322176602812
0,0,0,0,-0.45487300000758768,0.05816090837578021
0,0,2,0,0.24853849104818557,0.17840608674618585
0,1,0,0,0.15903842981105576,0.22008454194809912
1,1,1,1,0.32292506768745716,0.12322880230623841
0,0,0,0,1.3415162087122017,0.01972864079039453
0,0,0,0,-0.20737640156228249,0.060833388838535493
0,0,-1,1,0.45409148283219991,-0.056102121338842473
0,0,0,0,-3.2711831035272323,-0.020285693574065216
-1,0,0,0,1.3348113036722762,0.04852753025776451
-2,0,0,0,-0.90384905416647643,0.14952072428572818
0,0,0,0,-1.1074050871536392,-0.079326675116970863
0,0,0,0,0.096018607908044021,-0.19193307334416865
0,1,-1,0,-0.46373333216471202,0.16751480973377092
2,1,0,0,-0.45615802012826007,-0.016082616145956598
-1,0,0,-1,0.23157382014492767,0.03427602521184886
1,0,0,-1,0.33587176138449015,-0.12338237674048479
0,0,0,2,-1.0738570883001477,-0.09711149273870319
1,1,0,0,0.43652568888425469,0.082358042230457229
1,1,1,0,1.135411601863463,0.32094735220588611
-1,0,0,0,-0.70092956746233825,0.052009887171472022
0,1,-1,0,0.073426806894042906,0.20139875479728553
-1,0,0,0,-1.2731286502556962,0.049805612739505754
-2,0,1,2,0.78808329515193321,-0.0077733288269022129
1,0,0,0,-0.58723574519497157,0.067536331791753071
-1,0,0,0,0.31077466836374318,0.22495169253035033
0,0,0,-1,2.3417761685767196,0.15931980144979624
-1,-1,0,0,-0.34279866574748014,-0.19348890670212815
-1,0,0,0,0.0075461144675177325,0.10078690214184205
0,0,0,1,-1.3442743161968158,-0.26575102780929111
1,-1,0,0,-1.5582488601286082,-0.37953459630639236
0,0,-1,0,-0.82182250900185849,0.10193587672407611
0,0,0,0,0.59251874554082329,-0.037929007837717042
0,1,0,0,-1.7219215747235426,0.19274577919905042
0,1,0,0,1.95292143367362,0.32237766088583647
0,0,0,0,0.90762337179166686,-0.009257068242647307
1,0,-1,1,-0.45841640889357144,-0.26127629894929927
-1,-1,0,0,-0.40963583483110316,-0.15638267754098278
0,0,-1,0,-1.2441827641680889,-0.00345761081309141
-1,1,0,0,-1.8059946239622242,0.30571897555046429
0,0,0,-1,-0.98083209648977265,0.1199140834204708
1,0,0,0,-0.57013683468781839,-0.14443595875059065
0,0,1,-1,0.019194861662968903,0.050153514049140875
1,0,0,0,-0.40222113442798291,-0.25617286147313123
0,-1,0,0,-0.031196292344172934,-0.23524658436783011
0,0,1,0,0.74779656349067691,-0.090925747058335712
0,0,0,2,0.50522211333881162,0.035370250839034473
-1,0,-1,-1,0.29568044352184725,-0.0068235129921577114
0,-2,0,0,1.1153309803527263,-0.45512232851619971
1,1,-1,1,-0.39408511715740124,0.016219155786763525
0,1,0,0,0.27375878712485779,0.26632842465171291
1,0,1,0,0.91339959214159072,0.034584188224688353
0,0,1,0,-1.9425424329581744,-0.1412522806111417
0,0,-1,0,-0.74168361635446811,0.12992726298441995
0,0,0,0,0.42854003556787529,-0.080882615214459497
0,0,1,-1,0.54508014357592327,-0.055635487459769858
0,0,0,0,-0.82179173650662796,-0.051753854602864267
1,0,0,2,0.44986673510181135,-0.19344663804713338
0,0,-1,1,0.35943170480743258,0.074253470839879349
0,-1,0,0,-0.22480778727077422,-0.2273155318371147
0,-2,2,2,-0.62455142520017182,-0.3699653289243634
0,0,0,0,-0.21904711861604192,0.027028422556018051
-1,-1,-1,0,-2.0114336687329417,-0.23439242615632899
0,0,0,0,0.24652460023574863,0.046141255928242891
0,1,0,0,-0.12489283132263937,0.23294418573912831
0,0,0,1,-2.0397291278194336,-0.083653158547511097
-1,-1,0,0,-0.20546970374589585,-0.09229507706891879
1,-2,0,0,1.6389967535507759,-0.54466119871800189
0,-1,0,1,-1.7551249127024486,-0.41787988225454276
1,0,0,0,0.0556334688957957,0.0049407571169802844
0,-1,1,-1,-0.48422009334158944,-0.3158799800932437
0,0,1,0,0.32268587860571468,0.21986874835128903
0,1,0,0,-0.3524373532539572,0.21970074306707296
-1,-2,0,0,0.6454800554839818,-0.21687976569560907
-1,0,-2,0,-3.0044401568459858,-0.13702756674114047
0,0,0,-1,-0.4095886264320992,0.11729456581363756
0,0,-1,0,0.99834790364567372,-0.14993072043984032
0,0,0,0,-0.008444263891391331,0.10096764000911944
0,-1,1,0,1.156664116897163,-0.096686252348720456
0,0,0,-2,-0.2292329142132826,0.06440571570675474
2,0,0,0,1.3016694962737732,-0.055216612546987731
-1,0,2,0,-0.12324760983605436,0.11157485960460421
0,0,0,0,1.3288833181176274,0.1685148101652589
0,0,0,0,-0.72070860535355308,0.20527633488396452
0,-1,0,0,0.44240443248087497,-0.096047661977702189
0,0,0,0,0.27072651388627172,0.019004027446121369
0,0,0,0,-0.13561882332720537,-0.16501663883918416
1,0,0,1,-1.0987782089257889,-0.26641818958622543
1,0,-1,-1,2.3661586998158022,-0.053822228025899699
0,0,0,0,-0.25246571964911818,0.024796116133563736
0,1,2,0,-0.52807867643540563,0.33411893564066841
1,0,-2,0,0.94770141121334173,-0.14320292437054938
0,-1,0,0,-0.83425101189656159,-0.23180690443926305
0,-1,0,-1,0.0015065140844356545,-0.21724094788813675
0,0,0,0,0.41724129273935162,-0.19847600921660588
0,-1,0,0,-0.80110824755275289,-0.27556008843898272
-1,0,0,0,-0.41003086764364938,0.15883515255608832
1,0,1,1,2.1954306990358585,-0.12616112831277893
0,0,0,0,0.44394120511761598,-0.10118694771885042
0,0,0,0,1.2656144170044394,0.14318041170868079
0,2,0,0,-1.1891617233002088,0.43512044512476955
0,0,0,0,-0.27669530557319783,0.12208870265734637
0,1,-1,-1,-1.1300102691627962,0.27198027802804864
1,0,1,1,-0.37570415505872867,-0.0010301318952916291
-1,1,0,0,0.65773633438527079,0.37288448886682851
0,0,0,0,0.80077390540626781,-0.037012059677089808
0,0,0,0,-1.6951873006920213,-0.019896098970351758
0,0,0,0,-0.60609162239100056,-0.14792459232874539
-1,-1,0,1,0.28554592832684977,-0.08513279922840801
0,-1,0,0,-0.96976283392075247,-0.18366238541173888
1,0,-1,1,-0.41999061232931995,-0.065827358852959636
-1,0,0,2,-0.91106589152354933,0.15010007905586181
0,1,-1,0,-0.41032584992656229,0.18884377463002444
0,-2,0,0,-0.60369968245211325,-0.43978188563821813
0,1,0,-1,-2.1118334821924791,0.1902576991808323
0,0,0,0,-0.34914662070504254,0.16304063524526988
0,0,0,0,0.78508862429170567,0.0038797435153915521
0,0,-1,0,-0.84779800501221592,0.10452328980508592
0,-2,0,-1,0.78517494648124109,-0.29994530273313541
0,0,0,1,0.18959916260534448,-0.079634051481436069
0,0,0,0,0.88660324210971653,-0.089549153086725744
2,1,1,0,1.137502552955735,0.13487406706832542
0,0,0,0,0.6201852288791152,-0.12106923329662637
0,-1,0,0,0.57103080130599448,-0.20595215821399351
0,-1,0,-1,-0.10488039247533025,-0.28730294986386845
0,0,-1,0,1.7081016187804741,0.077969720221593222
1,0,0,0,1.0393238050901805,-0.0232017844096386
0,0,0,1,-0.88108371491238824,-0.15268867865245342
0,0,0,0,-1.0748092271982943,0.13162356022621649
1,0,0,-1,-1.0576244082896453,0.12739718602811395
0,0,-2,0,-2.2419534767233475,-0.019820435981600097
0,1,0,0,0.33288365707721063,0.3456099093866537
0,0,1,0,-0.69345654508412879,-0.019361393000559619
-1,0,-1,0,-1.1314937736795065,-0.033489374671729438
0,-2,0,0,0.1101239982605067,-0.35289675809189441
0,0,0,0,-1.2838361410313606,-0.11354175488653952
1,0,0,-1,-0.44046693889641547,0.051450358815511785
-1,0,-1,0,-0.28087448786188285,-0.088979743736242234
-1,0,0,-1,1.2620022536068507,0.04962192959439931
0,0,-1,0,1.9523816134017737,0.1129018402168188
1,0,1,0,-2.7322441811357776,-0.21007674733773046
2,0,-2,0,-0.77801183131644214,-0.25901296051886791
0,-1,0,-2,1.9777288099623003,-0.10295216716465816
0,0,0,-1,0.03701620448812408,0.055975206202898795
1,0,1,0,0.15161837827577671,0.0087337432273918089
0,0,0,2,0.37915732596144941,0.011762456326650392
0,0,0,-1,0.59914947232262983,-0.035575549099742206
0,0,0,0,-0.82255683623092324,-0.18716261493924907
0,0,0,-2,0.69921813096578711,-0.080215303649145447
-1,0,-2,0,-0.60866973526851786,-0.13817622451829895
0,1,0,0,-0.28262982927792313,0.28033571586303441
0,0,1,0,-1.085399514913302,0.0065900940856839646
-1,-1,0,0,-0.34874582003244675,-0.15296341721847528
0,0,0,0,-0.56118358399330737,-0.10626789621268985
0,0,0,1,0.26659015986930418,-0.0061265718081259524
0,-1,0,0,-0.12818083080940013,-0.31827018242252825
0,-1,0,0,1.1577263596598024,-0.15893764475332725
0,0,0,0,-1.2918350094834736,0.077904297901308844
1,0,0,0,-0.59027219372288864,0.098738817290728337
0,0,0,0,-1.4638282176813133,0.11949118385076084
0,-1,0,0,0.42685379617344227,-0.29533191281451354
2,0,0,0,1.2679561322459358,-0.19057601057955398
0,0,0,0,1.5242221814019223,0.12388726821061521
-1,0,0,0,0.5795121979982929,0.10430821872497027
1,0,0,1,-0.072592877655613994,-0.095776999054659639
0,0,0,0,0.89406576206786303,-0.10414932638706124
0,0,-1,-1,-0.86276887120306134,0.068738380692947257
-1,0,0,0,0.90870111727774083,0.15376414314607165
0,0,0,1,1.1352284658202425,-0.033565308265417662
0,0,0,0,1.0217516777870066,0.13119900734282519
-1,0,0,1,-0.34107802076040378,0.11823081577104577
1,0,0,1,-2.0136309958414507,-0.078161692675269873
0,0,0,1,-1.1090122093293973,-0.03280827950294625
0,0,0,0,-0.47317064204682374,-0.22059927303518687
0,0,-1,0,0.1076606725957308,0.026435092576305996
0,0,0,-1,-0.32603286332374409,-0.020066132300819293
0,0,1,0,-0.18435161237441336,0.12915316772095672
0,-1,0,0,-0.22059092701536276,-0.19783517502798617
0,-1,0,0,1.0863873044240937,-0.21182851686806151
-2,1,0,0,-0.16136655654531865,0.25279668554606194
0,0,1,0,-2.0983387392092925,0.12480479796800738
2,1,0,1,-0.79968244818741863,0.097872233780515211
0,0,0,0,-1.0004097583986058,0.070997816137955819
0,0,0,-1,-1.4040602783128273,-0.22388120457587082
1,-1,1,-1,1.372530497837767,-0.38832393614621119
1,0,-1,0,-1.4714077625625581,-0.25571469184283052
1,0,0,0,0.3610313844428279,-0.1257255888461144
0,0,0,0,0.63509870110504318,-0.0031555343707947749
0,-1,-1,0,-1.0723677948726891,-0.2742372750776656
1,-1,0,1,0.3468908533036516,-0.49237608608333411
0,-1,-1,-1,0.30437774020828556,-0.16122293703521851
-1,0,0,0,-1.5704340453787433,0.086073601108241082
0,-1,-1,0,1.3115682120328644,-0.25082045131895409
-1,1,0,1,1.2718264486756661,0.3829931146286889
0,0,0,0,1.0228153347510451,0.20046938393112526
0,0,0,0,1.2869542476463078,0.1279112204800546
2,-1,0,0,0.39683066374713521,-0.4805633952325567
0,1,1,0,1.5679600034309249,0.28396367496063468
0,1,0,1,1.1922007030591502,0.26101341067033418
-1,0,1,1,1.2506438013116519,0.242879560711419
0,-1,0,0,-0.17070629924916744,-0.32557396069467442
0,0,0,0,-0.2461877200001347,0.043692152363515695
-1,0,0,1,-0.84886839598296748,0.18097229886325794
0,1,0,0,-1.943514656083017,0.21245757928134201
0,0,0,0,-0.86706537602881928,-0.080349393431309507
0,0,0,0,-1.4695571420221987,0.027905891746665214
0,1,0,0,-2.0957420043404733,0.2496403985598237
1,0,1,1,-0.70437425036443146,-0.010611761199029991
0,0,-1,0,0.45997701318602419,-0.13638697032542227
0,0,1,0,-0.6499584772125363,-0.066190049986352417
0,0,-1,0,-0.23625067339501987,-0.064901850390128357
0,1,0,0,0.61976185512760729,0.10953625594398453
0,-1,0,0,0.74278918485649625,-0.13532372212476274
-2,0,1,0,1.5776240305885008,0.32772581351537239
0,0,0,-2,-0.28099164423528994,0.11352133630518879
-2,1,0,0,0.84386649630754695,0.37083437070070507
1,-1,-1,0,0.9882133685556993,-0.33349173697602247
-1,0,0,0,-0.11325728456010621,0.20738878495644464
1,1,0,0,-0.45142807755838404,0.10698313441931906
0,1,0,0,0.12680496310778341,0.27988380008932945
0,0,2,0,0.58976368537211354,0.14664405481244408
0,0,0,0,0.35473546547657608,0.043337400636655213
0,0,-1,0,0.14690632762538339,-0.066592576208674759
0,1,1,0,1.8004641662261598,0.40002546466806177
0,0,1,1,-0.80446240212278997,-0.12903208770661762
-1,0,0,0,-0.08098917861428126,0.22764499094040919
0,-1,2,-1,-0.3521346174334985,-0.16034246319930825
0,0,-1,2,0.3980285724686965,-0.18165540980600622
1,0,1,-1,-1.063548594866536,0.10333425306796783
0,1,1,0,-0.10587534271543945,0.36715011891703553
0,0,0,-1,0.16412060483286928,0.11081594379237741
0,0,0,0,0.58592513464240747,-0.04375007915610226
0,0,-1,-1,1.0956941534372311,-0.10006989155125007
0,0,0,1,-0.7046408554440784,-0.21132962168912747
0,0,0,0,-0.79023623918337227,-0.14801434930292304
0,0,0,0,-1.3719938767838666,0.1028477244491957
0,0,1,0,1.7260841398973017,0.17089377689792767
0,1,2,0,0.58202518090826383,0.21145408253503831
-1,0,0,1,0.55306492304578403,0.26593864292377473
0,0,-1,0,1.2971381964953441,0.092275829503064483
0,0,1,0,-0.12806124353953199,-0.15761279719038493
1,1,1,0,-0.44621684855281762,0.012374321823985804
0,-1,0,0,1.9361836753238639,-0.25755038139665604
0,0,0,0,1.0669046659437311,0.14040677453609934
0,0,2,0,0.36447491381361447,0.021661118224052249
0,0,2,0,-1.1871857105078079,0.16615875484898321
0,0,-1,0,0.43490332368797702,-0.27592520021852945
0,0,0,0,-1.1946698835521459,-0.02212805277932748
0,-1,0,0,0.4367136181612204,-0.20166851774781897
0,0,1,0,0.35480406742296955,0.15729004558941773
0,0,0,1,-0.8471566478338225,0.092704072638924315
-1,0,0,0,0.059141868154514783,-0.13120623231273099
1,-1,-1,2,2.3544226143154128,-0.28084797156585461
0,1,0,0,-0.308588549975719,0.30671080940110973
1,0,0,0,1.7300060438431544,-0.19124286804807852
-2,-2,-1,0,-0.45208884297095575,-0.27073123830265061
0,0,0,0,0.72396618686765302,0.063721027760301974
0,0,0,0,-0.61932165515657966,0.072036627422750188
-1,0,-1,0,0.11690386670956464,0.082812568357896577
0,0,0,0,-0.19061360210797579,0.038185005070667244
2,1,0,0,-0.074004112875283912,-0.010759485591028156
1,-1,-1,0,-1.058598731253384,-0.51076814587675257
0,0,0,0,0.05941969174590659,0.165726306627974
0,0,0,0,-0.31954183562243915,-0.11398317810252964
1,0,-1,0,-3.2040341358090378,-0.18798920465250057
0,0,0,1,-0.44568001625900916,0.019062899339136907
0,0,0,0,1.1644990321649884,0.020290682035233987
-1,0,0,0,1.3306060420031771,0.17246886269176895
0,0,0,0,1.2561409448583853,-0.017891472901758961
0,0,1,0,0.75420264320857777,0.24536904777139493
0,0,0,0,1.2371065808255981,0.18247703677850771
0,-1,0,0,0.88263989292131828,-0.26521548421375124
0,0,0,0,-1.0308748713391913,0.057678286636006576
0,1,0,0,0.35163612636123953,0.19537961642486723
-1,0,0,0,-0.13831575609947291,0.12651677519862686
-1,0,-1,0,1.4257191634317889,-0.0037825831817498434
-1,0,-1,-1,-0.70475305196552729,-0.080098855929069748
-1,-1,-1,0,-1.5550546922644322,-0.16335883038422072
0,0,0,-1,-2.3089560115097032,-0.15199351227499058
-1,0,0,0,0.35584948996830251,0.026744547799247731
1,-1,0,0,-2.3657840601276883,-0.31124878577312604
0,0,1,0,-0.075505077798252454,0.074642184029643247
0,1,-1,0,-1.1525338570730599,0.22423522827931017
0,0,0,0,0.60799210524690395,-0.10822220971300753
0,0,0,0,-0.28768013154286654,0.059820481226249195
0,0,0,0,0.59768413605644821,0.22258096618443451
0,-1,0,0,-1.3335368052478127,-0.28309072266723156
0,0,-1,-2,-0.45819481633814879,0.16315479351802842
0,0,0,0,-0.027736668768150324,0.08997053318942444
0,0,0,0,0.13489412700088257,0.17094961531952027
0,0,0,0,-0.85939270608114315,-0.019804573165563014
0,0,0,1,0.51557629942585503,0.059520713078078366
0,0,1,-1,1.1360407381682203,-0.082836674048816478
0,1,1,0,-3.4586186832852506,0.043773081769490671
0,1,-1,1,2.7404621194216205,0.21400781351729678
0,0,0,0,-1.3721984241215774,-0.10036656763826193
0,1,0,2,-0.93461772912679919,0.30527361826432164
1,1,0,1,-0.23767727566807931,0.1828249979230048
0,-1,0,0,0.23048808587565656,-0.14608786848750915
1,0,0,0,-0.5739336632190527,-0.32456433546854807
0,0,0,0,1.5598711753409185,0.087215446703725025
0,0,1,-1,-0.12527601955041553,-0.017179277732184549
0,0,1,0,0.52565591072650231,-0.073279193985477858
0,0,0,-2,0.39594046684451045,0.081736645025545049
0,1,-1,0,0.74119607520048592,0.13201413382964827
0,0,0,-1,-0.89907743568443965,-0.12469883082599209
1,0,2,0,-0.9547509937278198,-0.14097463696238818
0,0,1,0,-1.2353146660601364,0.11018955928974862
0,0,1,0,-1.185946442358575,0.12918866986338273
0,0,0,0,0.09407356301767586,-0.065378646739167157
1,0,0,0,-0.052933756222498872,-0.21058581835350532
0,0,-2,0,-0.14694028500517012,-0.013045551112300699
0,0,0,0,1.4884805317032326,-0.1834926864585007
0,-1,0,0,-1.1354110983727455,-0.16774156511348315
0,0,0,0,-1.6574855500006194,-0.042098063196639599
2,1,0,0,-0.83046819213425549,0.048279981134302985
0,1,0,1,0.58894322988121661,0.26037429126725764
0,0,0,0,0.37389291043620254,-0.0030470063438931549
0,1,0,0,-0.36776891184162236,0.31678885213340574
1,0,0,1,0.73601106779484826,-0.073882343459191396
0,0,0,-1,-0.48115167291710986,0.0077766815028554315
0,0,0,0,1.8193467020399017,0.036804047793066889
0,0,1,0,-1.2425736856776641,-0.074601528361105618
0,0,0,0,-0.080718453545018304,-0.1440545580552744
0,0,-1,0,-0.39354537452610716,-0.021922873095867837
-1,0,-1,0,-0.15947236251060939,0.039730648928361145
0,0,0,0,1.3542972359949941,0.051807636316395081
1,0,0,-1,1.0740600837466237,0.014779631673021612
1,0,0,0,-1.2295567041559536,-0.2289829191884403
-1,0,0,0,-1.0837186904776217,0.19932447026741132
1,0,0,-1,-0.92076784047761528,0.023622170382398361
0,0,0,0,-2.1007775489775105,0.017128998609185566
-1,-1,-1,1,-0.85600351805524899,-0.18966657411185348
0,2,0,0,-1.0570108795804378,0.47332456772038017
0,0,0,-1,-2.1076926981683615,0.11061436156794988
0,0,0,0,1.3384381759086177,0.12805763461276981
1,0,0,0,-0.016681525450646304,-0.10342185551237847
0,0,0,1,-1.2021415971724607,0.086399488000259983
0,0,0,0,-0.78233822072691928,-0.25735257437113257
0,0,0,1,0.59828442931224102,0.0056888340110612919
0,-1,0,0,0.54086340110718789,-0.35344209583499242
0,1,-2,0,2.0119327213966005,0.35066307265747265
0,0,0,0,0.39348903561741266,-0.093971962287580174
0,0,-1,1,0.39386883168521591,-0.16847698762626809
1,0,0,1,0.3535736854509105,0.025709086272095238
0,0,0,2,1.5141328757893966,0.045686709916615061
0,0,0,0,1.2459703222445677,0.11759866904713123
-1,0,0,0,0.7133945299526252,0.26277317850679954
0,0,0,1,0.072288687604015564,0.022040667316522419
0,0,0,0,0.65352811407356526,-0.17020618674693436
0,0,1,-1,-1.0935934575553656,-0.094978071375380613
0,2,0,0,0.88541526275714733,0.2482084911986433
0,-1,1,0,0.14343230780475175,-0.18099737318220904
0,1,0,0,0.21241485882482561,0.21415109576547142
1,1,-1,0,0.28786419470432623,0.24167430322648287
0,0,0,0,-0.38410754258920948,0.025011530112050387
0,1,0,0,0.24608982397449003,0.25262767798749974
0,0,0,1,-1.041167632475207,0.024514392814025097
1,0,0,-1,-0.38011843118827093,0.062745785565155629
0,0,0,0,-0.55332693351030282,0.057619613671959273
0,0,-2,1,0.95306289362940044,-0.099186380408940539
-1,1,1,0,1.0569744882199736,0.40643775503042079
1,0,0,0,-1.0621266605458681,-0.13811452354909826
0,-1,-1,0,0.93175643462676561,-0.2646296506853843
-1,0,-1,1,1.8987131995912609,-0.022567710385312099
0,-1,0,-2,0.86651946873503716,-0.22753076067311673
0,0,0,0,0.68969838213002244,0.079085247747973958
0,-1,0,-1,-0.22701014503131428,-0.2509505781835113
-1,-2,0,0,0.62039546549855684,-0.30280415984029557
0,0,-1,-1,-0.030237257129223333,-0.044850132615555219
0,0,0,0,0.67805611242516262,0.039660095638651804
0,0,-2,1,2.1157892183236298,-0.065439334290788478
0,0,1,0,0.066009244477139434,0.075430396788936926
0,-1,0,0,0.26735537778477692,-0.2402020139682744
-1,0,1,2,-2.0329510224623166,0.1682905062068441
-2,0,0,0,0.30335134566918232,0.12563006081661571
2,0,1,0,0.83581764816944648,-0.17257430124275286
-1,0,1,0,-0.94424503945000071,0.051751372942126922
1,-1,1,0,0.4401485104733136,-0.36136559219861497
0,-1,1,0,-0.97374358122812099,-0.19531592160965669
0,0,0,1,0.2282741286604528,0.10224797926936736
0,0,0,0,0.29729939256270665,0.0072779304518322714
